"id";"name";"year";"rankscore"
10740;"Alice in Wonderland";1950;6.7
10741;"Alice in Wonderland";1951;7.2
10742;"Alice in Wonderland";1955;0.0
10743;"Alice in Wonderland";1966;0.0
10745;"Alice in Wonderland";1983;0.0
10746;"Alice in Wonderland";1985;0.0
10747;"Alice in Wonderland";1986;0.0
10748;"Alice in Wonderland";1988;5.4
10749;"Alice in Wonderland (1991/II)";1991;0.0
10750;"Alice in Wonderland";1999;0.0
10751;"Alice in Wonderland: The Ride";1993;0.0
10752;"Alice Is Stage Struck";1925;0.0
10753;"Alice Loses Out";1925;0.0
10755;"Alice och Einar";1996;0.0
10756;"Alice of Hudson Bay";1915;0.0
10757;"Alice of the Lake";1915;0.0
10758;"Alice of Wonderland in Paris";1966;0.0
10759;"Alice on the Farm";1926;0.0
10760;"Alice ou la dernire fugue";1977;6.5
10761;"Alice ou Le cul des autres...";2003;0.0
10762;"Alice Picks the Champ";1925;0.0
10763;"Alice Plays Cupid";1925;0.0
10764;"Alice Rattled by Rats";1926;0.0
10765;"Alice Sanctuary";1995;0.0
10766;"Alice Solves the Puzzle";1925;5.1
10767;"Alice the Beach Nut";1927;0.0
10768;"Alice the Collegiate";1927;0.0
10769;"Alice the Fire Fighter";1926;0.0
10770;"Alice the Golf Bug";1927;0.0
10771;"Alice the Jail Bird";1925;0.0
10772;"Alice the Lumberjack";1926;0.0
10773;"Alice the Peacemaker";1924;0.0
10774;"Alice the Piper";1924;0.0
10775;"Alice the Toreador";1925;0.0
10776;"Alice the Whaler";1927;0.0
10782;"Alice to Nowhere";1986;0.0
10783;"Alice und der Aurifactor";1995;0.0
10784;"Alice Underground";1999;7.3
10785;"Alice Wins the Derby";1925;0.0
10786;"Alice  in paradiso";2002;0.0
10787;"Alice's Adventures in Wonderland";1910;0.0
10788;"Alice's Adventures in Wonderland";1972;5.1
10789;"Alice's Auto Race";1927;0.0
10790;"Alice's Balloon Race";1926;0.0
10791;"Alice's Brown Derby";1926;0.0
10792;"Alice's Channel Swim";1927;0.0
10793;"Alice's Circus Daze";1927;0.0
10794;"Alice's Day at the Sea";1924;0.0
10795;"Alice's Egg Plant";1925;5.7
10796;"Alice's Fishy Story";1924;0.0
10797;"Alice's Knaughty Knight";1927;0.0
10798;"Alice's Little Parade";1926;0.0
10799;"Alice's Medicine Show";1927;0.0
10800;"Alice's Misadventures in Wonderland";2004;6.4
10801;"Alice's Monkey Business";1926;0.0
10802;"Alice's Mysterious Mystery";1926;0.0
10803;"Alice's Ornery Orphan";1926;0.0
10804;"Alice's Picnic";1927;0.0
10805;"Alice's Restaurant";1969;6.4
10806;"Alice's Sacrifice";1911;0.0
10807;"Alice's Spanish Guitar";1926;0.0
10808;"Alice's Spooky Adventure";1924;0.0
10809;"Alice's Three Bad Eggs";1927;0.0
10810;"Alice's Tin Pony";1925;5.3
10811;"Alice's Wild West Show";1924;0.0
10812;"Alice's Wonderland";1923;6.0
10813;"Alice, The";2004;0.0
10814;"Alice: An Interactive Museum";1994;0.0
10815;"Alicerces do Futuro";1964;0.0
10816;"Alicia";1974;0.0
10817;"Alicia";1977;0.0
10818;"Alicia";1987;0.0
10819;"Alicia";1994;6.3
10820;"Alicia";2002;1.9
10821;"Alicia Alonso y El Ballet Nacional de Cuba";1979;0.0
10822;"Alicia en el pais del dolar";1988;0.0
10823;"Alicia en el pas de las maravillas";1976;0.0
10824;"Alicia en el pueblo de maravillas";1991;6.9
10825;"Alicia en la Espaa de las maravillas";1979;0.0
10826;"Alicia Was Fainting";1994;0.0
10827;"Alicia's TV Dominance";1992;0.0
10828;"Alicinte Anweshanam";1989;0.0
10829;"Alicja";1982;5.9
10830;"Alien";1979;8.3
10831;"Alien";1982;0.0
10832;"Alien 2 sulla Terra";1980;3.5
10833;"Alien 51";2004;0.0
10834;"Alien 8";1985;0.0
10835;"Alien Abduction";2005;0.0
10836;"Alien Abduction: Incident in Lake County";1998;0.0
10837;"Alien Abduction: Intimate Secrets";1996;3.6
10838;"Alien Adventure";1999;5.0
10839;"Alien Agenda: Endangered Species";1996;0.0
10840;"Alien Agenda: Out of the Darkness";1996;0.0
10841;"Alien Agenda: Under the Skin";1997;1.4
10842;"Alien Apocalypse";2005;0.0
10843;"Alien Arrives On Earth";2003;0.0
10844;"Alien Arsenal";1999;0.0
10845;"Alien Attack";1976;0.0
10846;"Alien Autopsy: (Fact or Fiction?)";1995;0.0
10847;"Alien Avengers";1996;0.0
10848;"Alien Avengers II";1998;0.0
10850;"Alien Beasts";1991;0.0
10851;"Alien Blood";1999;3.0
10852;"Alien Blood, The";1917;0.0
10853;"Alien Cargo";1999;0.0
10854;"Alien Carnage";1993;0.0
10855;"Alien Conspiracy: Grey Skies, The";2002;0.0
10856;"Alien Corn, The";1970;0.0
10857;"Alien Dead";1980;2.5
10858;"Alien degli abissi";1989;2.8
10859;"Alien Dog";2000;0.0
10860;"Alien Dreamtime";2003;0.0
10861;"Alien Encounters from New Tomorrowland";1995;0.0
10862;"Alien Encounters, The";1979;3.8
10863;"Alien Enemy, An";1918;0.0
10864;"Alien Escape";1997;4.8
10865;"Alien Evolution";2001;0.0
10866;"Alien Factor 2: The Alien Rampage";2004;0.0
10867;"Alien Factor, The";1977;4.3
10869;"Alien Force";1996;0.0
10870;"Alien from L.A.";1988;2.3
10871;"Alien Fury: Countdown to Invasion";2000;0.0
10872;"Alien Gods";2003;0.0
10873;"Alien Hominid";2004;0.0
10874;"Alien Hunter";2003;5.1
10875;"Alien Intruder";1993;3.8
10876;"Alien Invaders Plus";1978;0.0
10877;"Alien IV?";1994;4.6
10878;"Alien Legacy, The";1999;0.0
10879;"Alien Lockdown";2004;0.0
10880;"Alien Love Triangle";2002;5.2
10881;"Alien Lover";1975;0.0
10882;"Alien Lust";1985;0.0
10883;"Alien Nation";1988;6.0
10884;"Alien Nation";1989;0.0
10885;"Alien Nation: Body and Soul";1995;0.0
10886;"Alien Nation: Dark Horizon";1994;0.0
10887;"Alien Nation: Millennium";1996;0.0
10888;"Alien Nation: The Enemy Within";1996;0.0
10889;"Alien Nation: The Udara Legacy";1997;0.0
10890;"Alien Orders";1951;0.0
10891;"Alien Outlaw";1985;6.8
10892;"Alien Predator";1987;3.0
10893;"Alien Prey";1978;3.6
10894;"Alien Private Eye";1987;5.7
10895;"Alien Probe";1993;0.0
10896;"Alien Probe 2";1994;0.0
10897;"Alien Probe 3";1994;0.0
10898;"Alien Saga, The";2002;0.0
10899;"Alien Seed";1989;3.4
10900;"Alien Souls";1916;0.0
10901;"Alien Space Avenger";1989;4.4
10902;"Alien Species (1996/I)";1996;2.9
10903;"Alien Terminator";1996;3.4
10904;"Alien Thunder";1974;4.7
10905;"Alien Trilogy";1996;0.0
10906;"Alien Vacation";1997;0.0
10907;"Alien Voices";2002;0.0
10908;"Alien Vows";1996;0.0
10909;"Alien Warrior";1985;3.0
10910;"Alien Within, The";1995;0.0
10911;"Alien X Factor";1997;0.0
10912;"Alien Years, The";1988;0.0
10913;"Alien Zone";1978;3.3
10914;"Alien, The";1913;0.0
10915;"Alien, The";1915;0.0
10916;"Alien: Resurrection";1997;6.0
10917;"Alien: Resurrection";2000;0.0
10918;"Alienation";1998;0.0
10919;"Alienator";1989;3.1
10920;"Aliens";1986;8.2
10921;"Aliens";1990;0.0
10922;"Aliens";1993;6.5
10923;"Aliens Among Us";2002;0.0
10924;"Aliens Among Us";2004;0.0
10925;"Aliens Are Coming, The";1980;0.0
10926;"Aliens Cut My Hair";1992;1.8
10927;"Aliens Exposed";2001;0.0
10928;"Aliens First Christmas";1991;0.0
10929;"Aliens for Breakfast";1994;0.0
10930;"Aliens From Another Planet";1982;0.0
10931;"Aliens From Spaceship Earth";1977;0.0
10932;"Aliens in the Basement: The Bob Burns Collection";2003;0.0
10933;"Aliens in the Wild Wild West";1999;3.1
10934;"Aliens of the Deep";2005;0.0
10935;"Aliens Vs. Predator";1999;0.0
10936;"Aliens Vs. Predator 2";2001;0.0
10937;"Aliens vs. Predator 2: Primal Hunt";2002;0.0
10938;"Aliens, Dragons, Monsters and Me";1986;0.0
10939;"Aliens: Are We Alone?";1998;0.0
10940;"Aliens: Colonial Marines";2001;0.0
10941;"Aliens: Ride at the Speed of Fright";1996;5.7
10942;"Aliens?";2001;0.0
10943;"Aliento";2001;0.0
10944;"Aliento del diablo, El";1993;0.0
10945;"Alien";1992;6.1
10946;"Alien (1992/II)";1992;0.0
10947;"Alif Laila";1933;0.0
10948;"Alif Laila";1953;0.0
10949;"Aligato";2003;0.0
10950;"Aligermaas ventyr";1998;0.0
10951;"Aligermaas ventyr - i vildhstarnas dal";1998;0.0
10952;"Aligisti sti zoe";1964;0.0
10953;"Aligistos, O";1968;0.0
10954;"Aliii";1960;0.0
10955;"Aliisa";1970;0.0
10956;"Alijo, El";1976;0.0
10957;"Alik Babu";1930;0.0
10958;"Alikes";2002;0.0
10959;"Aliki dictator, I";1972;3.1
10960;"Aliki My Love";1963;0.0
10961;"Aliki sto Naftiko, I";1961;5.8
10962;"Aliki tis synchronis genias, I";1973;0.0
10963;"Alila";2003;6.9
10964;"Alila Kuruvikal";1988;0.0
10965;"Alilot David";1998;0.0
10966;"Alima";1981;0.0
10967;"Alimak en la tcnica de la elevacin en obras";1965;0.0
10968;"Alimaas";1986;0.0
10969;"Alimaas, Las";1976;0.0
10970;"Alimente";1929;0.0
10971;"Alimento e a Vida, O";1980;0.0
10972;"Alimentos provenientes de la selva";1987;0.0
10973;"Alimono stous neous";1961;8.4
10974;"Alimony";1912;0.0
10975;"Alimony";1917;0.0
10976;"Alimony";1924;0.0
10977;"Alimony";1949;0.0
10978;"Alimony Aches";1935;0.0
10980;"Alimony Madness";1933;0.0
10981;"Alin yazisi";1956;0.0
10982;"Alin yazisi";1972;0.0
10983;"Alina";1950;0.0
10984;"Alindog ni Barbara";1999;0.0
10985;"Aline";1967;0.0
10986;"Aline";1992;0.0
10987;"Aline Carola";1991;0.0
10988;"Aling kutsero";1956;0.0
10989;"Alingan";1990;0.0
10990;"Alinganam";1976;0.0
10991;"Alinsky's Children: The Dr. John Haney Sessions";1983;0.0
10992;"Aliosa";2000;0.0
10993;"Alipin ng aliw";1998;0.0
10994;"Alipin ng busabos";1968;0.0
10995;"Alipin ng laman, Mga";1984;0.0
10996;"Alipin ng tukso";2000;0.0
10997;"Alis d'yan huwag mo akong ligawan";1966;0.0
10998;"Alisa i bukinist";1992;0.0
10999;"Alisa v strane chudes";1981;8.9
11000;"Alisa v Zazerkalye";1982;9.4
11001;"Alishan feng yun";1949;0.0
11002;"Alishan zhi ying";1957;0.0
11003;"Alisher Navoy";1948;0.0
11005;"Alison Krauss & Union Station Live";2003;0.0
11006;"Alison's Birthday";1979;4.5
11007;"Alison's Demise";1987;0.0
11008;"Alison: Over the Moon";1991;0.0
11009;"Alisons baby";2001;0.0
11010;"Alissa";1998;5.0
11011;"Alissa in Concert";1990;0.0
11012;"Alise";1991;4.2
11013;"Alitaptap";1940;0.0
11014;"Alitet ukhodit v gory";1949;0.0
11015;"Alitheia einai pikri, I";1974;0.0
11017;"Alithini zoi";2004;0.0
11018;"Alitis kai batsos";1989;0.0
11019;"Alivaltiosihteeri 75 vuotta";1992;0.0
11020;"Alivaltiosihteerin psiinen";1999;0.0
11021;"Alivaltiosihteerin vappu";1999;0.0
11022;"Alive";1993;6.6
11023;"Alive (2002/I)";2002;6.5
11024;"Alive";2004;0.0
11025;"Alive and Kicking";1959;6.5
11026;"Alive and Kicking";1991;0.0
11027;"Alive and Trippin";1998;0.0
11028;"Alive in the Deep";1941;0.0
11029;"Alive Now!";1986;0.0
11030;"Alive On Saturday";1957;0.0
11031;"Alive Tribe, The";1997;5.2
11032;"Alive: 20 Years Later";1993;6.4
11033;"Alivio de caminantes";1969;0.0
11034;"Aliw";1979;0.0
11035;"Aliw, masarap na lason";1999;0.0
11036;"Aliw-iw";1979;0.0
11037;"Aliwan Paradise";1992;0.0
11038;"Alixe";1913;0.0
11039;"Alizuna";1975;0.0
11040;"Alizs, Les";2001;0.0
11041;"Alinations";2004;0.0
11042;"Alins, Les";2001;5.6
11043;"Aljoschas abenteuerlicher Alltag";1993;0.0
11044;"Alka";1990;0.0
11045;"Alka";2002;0.0
11046;"Alkaholiks: X.O. The Movie Experience, Tha";2001;0.0
11047;"Alkali Ike and the Hypnotist";1913;0.0
11048;"Alkali Ike and the Wildman";1913;0.0
11049;"Alkali Ike Bests Broncho Billy";1912;0.0
11050;"Alkali Ike in Jayville";1913;0.0
11051;"Alkali Ike Plays the Devil";1912;0.0
11052;"Alkali Ike Stung!";1912;0.0
11053;"Alkali Ike's Auto";1911;6.1
11054;"Alkali Ike's Boarding House";1912;0.0
11055;"Alkali Ike's Bride";1912;0.0
11056;"Alkali Ike's Close Shave";1912;0.0
11057;"Alkali Ike's Gal";1913;0.0
11058;"Alkali Ike's Homecoming";1913;0.0
11059;"Alkali Ike's Love Affair";1912;0.0
11060;"Alkali Ike's Misfortunes";1913;0.0
11061;"Alkali Ike's Mother-in-Law";1913;0.0
11062;"Alkali Ike's Motorcycle";1912;0.0
11063;"Alkali Ike's Pants";1912;0.0
11064;"Alkali, Iowa";1996;8.4
11065;"Alkalom";1942;0.0
11066;"Alkestiade, Die";1958;0.0
11067;"Alkhane Oatle";1980;0.0
11068;"Alkhimiki";2000;0.0
11069;"Alkimista s a szz, Az";1999;7.0
11070;"Alkistis";1986;0.0
11071;"Alkohol und Steuerrad";1937;0.0
11072;"Alkonyok s hajnalok";1961;0.0
11073;"All a Bir-r-r-rd";1950;6.4
11074;"All a Mistake";1912;0.0
11075;"All Aboard (1915/I)";1915;0.0
11076;"All Aboard (1915/II)";1915;0.0
11077;"All Aboard";1917;6.1
11078;"All Aboard";1921;0.0
11079;"All Aboard";1925;0.0
11080;"All Aboard";1927;0.0
11081;"All Aboard";1937;0.0
11082;"All Aboard for Reno";1911;0.0
11083;"All Aboard for the Moon";1920;0.0
11084;"All About 'The Birds'";2000;0.0
11085;"All About 'V'";1942;0.0
11086;"All About a Prima Ballerina";1980;0.0
11087;"All About Alfred";1999;0.0
11088;"All About Alice";1972;0.0
11089;"All About Alice";1998;0.0
11090;"All About Andy";1999;0.0
11091;"All About Anna";2004;0.0
11092;"All About Annette";1982;0.0
11100;"All About Bears";1985;0.0
11102;"All About Bette";1994;0.0
11103;"All About Bicycles and Libraries Too";1991;0.0
11105;"All About Dogs";1942;0.0
11106;"All About Erica";1994;0.0
11107;"All About Eva";1997;0.0
11108;"All About Eve";1950;8.5
11109;"All About George";2000;0.0
11111;"All About Hash";1940;0.0
11113;"All About Kong";1973;0.0
11114;"All About Lurleen";1992;8.5
11115;"All About People";1967;0.0
11116;"All About Reinalda";2002;0.0
11119;"All About Teeth";1957;0.0
11121;"All About the Benjamins";2002;5.4
11122;"All About the Party";1993;0.0
11123;"All About Us";1993;0.0
11124;"All About You";2001;6.0
11125;"All Abroad";1926;0.0
11128;"All Access: Backstage with Britney";2000;0.0
11129;"All Access: Front Row. Backstage. Live!";2001;8.1
11130;"All Access: The Making of 'Almost Famous'";2000;0.0
11131;"All Access: Whitney Houston";1999;0.0
11132;"All Alike";1928;0.0
11133;"All Alone";1911;0.0
11134;"All Amateur Ecstasy";2002;5.4
11135;"All Amateur Perfect 10's";1995;0.0
11136;"All Amateur: Girls of the UK";1999;0.0
11137;"All American";1953;5.5
11140;"All American Chump";1936;0.0
11141;"All American Co-Ed";1941;5.3
11142;"All American Cowboy";1985;0.0
11143;"All American Fairytale, An";2001;5.6
11144;"All American Game";2004;0.0
11147;"All American Hero";1999;9.4
11148;"All American High";1987;0.0
11150;"All American Superstars";1998;0.0
11154;"All Around Cure, An";1916;0.0
11155;"All Around Frying Pan";1925;0.0
11156;"All Around Mistake, An";1915;0.0
11157;"All Around the Town";2002;0.0
11158;"All Ashore";1953;4.3
11160;"All at Sea";1914;0.0
11161;"All at Sea";1917;0.0
11162;"All at Sea";1919;0.0
11163;"All at Sea";1922;0.0
11164;"All at Sea";1925;0.0
11165;"All at Sea";1929;0.0
11166;"All at Sea";1933;0.0
11167;"All at Sea";1935;0.0
11168;"All at Sea";1940;0.0
11169;"All at Sea";1970;0.0
11170;"All at Sea";1977;0.0
11171;"All Babes Want to Kill Me";2003;8.5
11172;"All Balled Up";1915;0.0
11173;"All Balled Up";1916;0.0
11174;"All Balled Up";1922;0.0
11175;"All Balled Up";1928;0.0
11176;"All Because Man Wanted to Fly";1984;0.0
11177;"All Bets Off";1916;0.0
11178;"All Bound Around";1919;0.0
11179;"All Boys und Meer Girls";1986;0.0
11180;"All Bull and Yard Wide";1927;0.0
11181;"All by Myself";1943;0.0
11182;"All by Myself";1982;7.6
11183;"All Can Become a Rose";1992;0.0
11184;"All Change";1988;0.0
11185;"All Change!!!";1999;0.0
11186;"All Cheerleaders Die";2001;0.0
11187;"All Clear: No Need to Take Cover";1917;0.0
11188;"All Cooked Up";1915;0.0
11189;"All Coppers Are...";1972;4.5
11190;"All Creatures Great & Small 2";1990;0.0
11191;"All Creatures Great and Small";1974;6.3
11192;"All Creatures Great and Small: 1983 Christmas Special";1983;0.0
11193;"All Creatures Great and Small: 1985 Christmas Special";1985;0.0
11194;"All Creatures Great and Small: Brotherly Love";1990;0.0
11195;"All das All";1989;0.0
11196;"All Dat Azz";2001;0.0
11198;"All Day Breakfast";1992;0.0
11199;"All Day on the Sands";1979;0.0
11200;"All Doctors Great and Small";1984;0.0
11201;"All Dogs Christmas Carol, An";1998;4.0
11202;"All Dogs Go to Heaven";1989;5.5
11203;"All Dogs Go to Heaven 2";1996;4.7
11204;"All Dolled Up";1915;0.0
11205;"All Dolled Up";1921;0.0
11206;"All Dressed Up";1918;0.0
11207;"All Dressed Up";1920;0.0
11208;"All Excited";1931;0.0
11209;"All Eyes On Sharon Tate";1967;5.4
11210;"All Fall Down";1962;6.4
11211;"All Families Are Psychotic";2005;0.0
11212;"All for a Big Order";1911;0.0
11213;"All for a Bride";1927;0.0
11214;"All for a Girl";1912;0.0
11215;"All for a Girl";1915;0.0
11216;"All for a Girl";1916;0.0
11217;"All for a Husband";1917;0.0
11218;"All for a Tooth";1914;0.0
11219;"All for Business";1914;0.0
11220;"All for Geraldine";1928;0.0
11221;"All for Gold";1918;0.0
11222;"All for Gold, or Jumping the Claim";1911;0.0
11223;"All for Her";1912;0.0
11224;"All for Him";1912;0.0
11226;"All for His Sake";1914;0.0
11227;"All for Jim";1912;0.0
11228;"All for Love";1912;0.0
11229;"All for Love";1914;0.0
11230;"All for Love";1983;0.0
11231;"All for Lust";2003;0.0
11232;"All for Mary";1955;5.6
11233;"All for Nothing";1916;0.0
11234;"All for Nothing";1928;0.0
11235;"All for Old Ireland";1915;0.0
11236;"All for One";1935;0.0
11237;"All for One";1985;0.0
11238;"All for One";1988;0.0
11239;"All for One: In the Spirit of the Race";2002;0.0
11240;"All for Peggy";1915;0.0
11241;"All for Science";1913;0.0
11242;"All for the Best";1997;0.0
11243;"All for the Boy";1915;0.0
11244;"All for the Dough Bag";1920;0.0
11245;"All for the Gamblers";1991;0.0
11246;"All for the Ladies";1918;0.0
11247;"All for the Love of a Girl";1920;0.0
11248;"All for the Love of a Lady";1911;0.0
11249;"All for Uncle";1927;0.0
11250;"All for You, Baby";1990;0.0
11251;"All Forgotten";2000;4.6
11252;"All Fowled Up";1955;6.4
11253;"All Fresh Azzes";2001;0.0
11256;"All Girl Revue";1940;3.5
11257;"All God's Children";1964;0.0
11258;"All God's Children";1980;0.0
11259;"All God's Children";2001;0.0
11260;"All God's Chillun' Got Wings";1946;0.0
11261;"All God's Creatures";2002;0.0
11262;"All Good Men";1974;0.0
11263;"All Good Things";2002;0.0
11265;"All Gummed Up";1931;0.0
11266;"All Gummed Up";1947;7.5
11267;"All Hail to the King";1913;0.0
11268;"All Hallowe'en";1952;0.0
11269;"All Hams on Deck";1970;0.0
11270;"All Hands";1940;0.0
11271;"All Hands on Deck";1961;5.4
11273;"All Hell Broke Loose";1995;0.0
11274;"All Holes Stuffed 6";2001;0.0
11275;"All Hot";1902;0.0
11276;"All I Ask";1992;0.0
11277;"All I Desire";1953;5.9
11278;"All I Know Is";1992;0.0
11279;"All I See Is What I Know";2000;0.0
11280;"All I Want for Christmas";1991;5.1
11281;"All I Want for Christmas";2002;7.5
11283;"All I Want Is You... and You... and You...";1974;0.0
11284;"All In";1936;0.0
11285;"All In";1998;0.0
11286;"All In";2005;0.0
11287;"All in a Day";1920;0.0
11288;"All in a Night's Work";1961;5.7
11289;"All in a Night's Work";1999;0.0
11290;"All in a Nutshell";1949;7.8
11291;"All in Dim Cold Night";1974;0.0
11292;"All In Fun";1928;0.0
11293;"All In Good Taste";1983;3.2
11294;"All in the Air";1914;0.0
11295;"All in the Family";1912;0.0
11297;"All in the Family";1992;0.0
11298;"All in the Family: 20th Anniversary Special";1991;0.0
11299;"All in the Family: The E! True Hollywood Story";2000;0.0
11301;"All in the Same Boat";1915;0.0
11302;"All in the Same Boat";1979;0.0
11304;"All in the Swim";1919;0.0
11305;"All in the Wash";1912;0.0
11306;"All Is Fair";1912;0.0
11307;"All Is Fair";1922;0.0
11308;"All Is Fair in Love and War";1911;0.0
11309;"All Is Light - Jan Henderikse";2001;0.0
11310;"All Is Lost";1923;0.0
11311;"All Is Not Gold That Glitters";1917;0.0
11312;"All Jazzed Up";1919;0.0
11313;"All Jazzed Up";1920;0.0
11314;"All Jokes Aside";2000;3.7
11315;"All jordens frjd";1953;0.0
11316;"All Legs #2";1999;0.0
11317;"All Lies End in Murder";1997;0.0
11318;"All Lit Up";1920;0.0
11319;"All Love Excelling";1914;0.0
11320;"All Man";1916;0.0
11321;"All Man";1918;0.0
11322;"All Men Are Apes";1965;0.0
11323;"All Men Are Enemies";1934;0.0
11324;"All Men Are Liars";1919;0.0
11325;"All Men Are Liars";1995;5.3
11326;"All Men Are Mortal";1995;4.4
11327;"All Men Are Pigs";1991;4.3
11328;"All Men Do It!";1995;0.0
11329;"All Mine to Give";1958;6.0
11330;"All Mixed Up";1914;0.0
11331;"All Mixed Up";1918;0.0
11332;"All Mixed Up";1975;0.0
11333;"All My Babies";1953;0.0
11334;"All My Darling Daughters";1972;0.0
11335;"All My Friends Are Cowboys";1998;6.6
11336;"All My Life";1966;6.2
11337;"All My Life";2004;0.0
11338;"All My Lovely Boys";1990;0.0
11339;"All My Men";1966;0.0
11340;"All My Relations";1990;0.0
11341;"All My Sins Remembered";2003;0.0
11342;"All My Sons";1948;6.6
11343;"All My Sons";1955;0.0
11344;"All My Sons";1986;0.0
11345;"All My Sons";1990;0.0
11346;"All My Ties";2000;0.0
11347;"All Natural";1999;0.0
11350;"All Natural 4";2000;0.0
11352;"All Neat in Black Stockings";1968;8.7
11353;"All New Adventures of Chastity Blade, The";2000;0.0
11354;"All New Adventures of Laurel & Hardy: For Love or Mummy, The";1999;3.4
11356;"All Night";1918;5.7
11357;"All Night Bodega";2002;7.1
11358;"All Night Diner";2000;0.0
11359;"All Night Long";1924;6.3
11360;"All Night Long";1961;5.7
11362;"All Night Long";1981;5.5
11363;"All Night Long (1989/I)";1989;0.0
11364;"All Night Long";1991;6.0
11368;"All Nude Cyber";1998;0.0
11370;"All Nude Page 3 Models: Adele Stephens & Karen Partington";1999;0.0
11371;"All Nude Page 3 Models: Belinda Charlton and Vicky Lee";1997;0.0
11372;"All Nude Page 3 Models: Eve Vorley and Charmaine Sinclair";1997;0.0
11373;"All Nude Page 3 Models: Lana Cox & Teresa May";1997;0.0
11374;"All Nude Page 3 Models: Linsey Dawn McKenzie & Donna Ewin";1996;0.0
11375;"All Nude Page 3 Models: Louise Hodges & Angie Taylor";1998;0.0
11376;"All Nude Page 3 Models: Sami Walker & Natasha Lester";1998;0.0
11377;"All Nude Page 3 Models: Vida Garman & Shanine Linton";1997;0.0
11378;"All Nude Sabrina";1998;0.0
11379;"All Nude Summer";1998;0.0
11380;"All Nude: Kindan no numori";1995;0.0
11381;"All of a Sudden Norma";1919;0.0
11382;"All of a Sudden Peggy";1920;0.0
11383;"All of a Tremble";1930;0.0
11384;"All of It";1999;6.2
11385;"All of Me";1934;6.7
11386;"All of Me";1984;6.6
11387;"All of Me";1991;6.9
11388;"All of the Dead";2000;6.6
11389;"All of Us Stronger";1976;0.0
11390;"All on a Mardi Gras Day";2003;0.0
11391;"All on Account of a Banana";1912;0.0
11392;"All on Account of a Jug";1914;0.0
11393;"All on Account of a Photo";1915;0.0
11394;"All on Account of a Portrait";1913;0.0
11395;"All on Account of a Ring";1912;0.0
11396;"All on Account of a Transfer";1913;0.0
11397;"All on Account of a Widow";1912;0.0
11398;"All on Account of an Egg";1913;0.0
11399;"All on Account of Checkers";1912;0.0
11400;"All on Account of Daisy";1913;0.0
11401;"All on Account of Eliza";1902;0.0
11402;"All on Account of Polly";1914;0.0
11403;"All on Account of the Cheese";1914;0.0
11404;"All on Account of the Milk";1910;0.0
11405;"All on Account of the Porter";1911;0.0
11406;"All on Account of Towser";1915;0.0
11407;"All On Accounta Pullin' A Trigger";2002;0.0
11408;"All or Nothing";1998;0.0
11409;"All or Nothing";2001;4.3
11410;"All or Nothing (2002/I)";2002;7.5
11411;"All or Nothing (2002/II)";2002;0.0
11412;"All or Nothing at All";1993;0.0
11413;"All Orientals Look the Same";1987;0.0
11414;"All Our Sons: Fallen Heroes of 9/11";2004;0.0
11415;"All Out";1991;5.0
11416;"All Out for 'V'";1942;0.0
11417;"All Over";1976;0.0
11418;"All Over a Stocking";1916;0.0
11419;"All Over a Twist";1923;0.0
11420;"All Over Again";2001;4.6
11421;"All Over Brazil";2003;5.7
11422;"All Over Down Under";1986;0.0
11423;"All Over His Biscuits";1915;0.0
11425;"All Over Me";1997;6.8
11426;"All Over the Guy";2001;6.3
11427;"All Over the Town";1949;0.0
11428;"All Over the World";1967;0.0
11429;"All Over Town";1937;3.6
11430;"All Packed in a Small House";1965;0.0
11431;"All Pain, No Gain";1991;0.0
11432;"All Parts";1928;0.0
11435;"All Pissed Off 7";2001;0.0
11436;"All Pissed Off 8";2001;0.0
11437;"All Power to the People";1996;6.2
11438;"All Purpose Cultural Cat Girl Nuku Nuku Dash 2";2003;0.0
11439;"All Purpose Cultural Cat Girl Nuku Nuku TV, Vol. 1: Keep the Peace on Earth!";2004;0.0
11440;"All Quiet on the Western Front";1930;8.2
11441;"All Quiet on the Western Front";1979;0.0
11442;"All Riot on the Western Front";1930;0.0
11443;"All Rivers Meet the Sea";1913;0.0
11444;"All Roads Lead to Calvary";1921;0.0
11445;"All Rounder";1984;0.0
11446;"All Saint's Day";2000;4.5
11447;"All Saints: The First Video";1998;0.0
11448;"All Sealed Up";1934;0.0
11449;"All Set";1928;0.0
11450;"All She Ever Wanted";1996;0.0
11451;"All Shook Up";1999;5.7
11452;"All Soaped Up";2002;0.0
11453;"All Sorts and Conditions of Men";1921;0.0
11454;"All Souls' Day";1997;2.4
11455;"All Souls' Eve";1921;0.0
11456;"All Stakes Are Down, No More Bets";1971;0.0
11457;"All Star";2000;0.0
11459;"All Star Cartoon Revue";1978;0.0
11460;"All Star Celebration: Vote '88, An";1988;0.0
11461;"All Star Comedy";1982;0.0
11462;"All Star Comedy Show, The";2004;0.0
11463;"All Star Musical Revue";1945;0.0
11464;"All Stars";1997;7.4
11465;"All Steamed Up";1929;0.0
11466;"All Stuck Up";1915;0.0
11467;"All Stuck Up";1920;0.0
11468;"All Stuck Up";1930;0.0
11469;"All Summer in a Day";1982;0.0
11470;"All Systems Go";1966;0.0
11471;"All Talking... All Singing... All Dancing";1971;0.0
11472;"All Teed Off";1967;0.0
11473;"All Teed Up";1930;7.2
11474;"All That";1996;0.0
11475;"All That 2";1996;0.0
11476;"All That Glistens Is Not Gold";1925;0.0
